,video fn,first,last,gesture,consistency,,
297,P027_tissue1,9533,9562,G0,1,,29
298,P027_tissue1,9563,9592,G0,1,,29
299,P027_tissue1,9593,9622,G0,1,,29
300,P027_tissue1,9623,9652,G0,1,,29
301,P027_tissue1,9653,9682,G0,1,,29
302,P027_tissue1,9683,9712,G0,1,,29
303,P027_tissue1,9713,9742,G0,1,,29
304,P027_tissue1,9743,9772,G0,1,,29
305,P027_tissue1,9773,9802,G0,1,,29
306,P027_tissue1,9803,9832,G0,1,,29
307,P027_tissue1,9833,9862,G0,1,,29
308,P027_tissue1,9863,9892,G0,1,,29
309,P027_tissue1,9893,9922,G0,1,,29
310,P027_tissue1,9923,9952,G0,1,,29
311,P027_tissue1,9953,9982,G0,1,,29
312,P027_tissue1,10004,10033,G1,1,,29
313,P027_tissue1,10034,10063,G1,1,,29
314,P027_tissue1,10064,10093,G1,1,,29
315,P027_tissue1,10094,10123,G1,1,,29
316,P027_tissue1,10124,10153,G1,1,,29
317,P027_tissue1,10154,10183,G1,1,,29
318,P027_tissue1,10184,10213,G1,1,,29
319,P027_tissue1,10214,10243,G1,1,,29
320,P027_tissue1,10244,10273,G1,1,,29
321,P027_tissue1,10274,10303,G1,1,,29
322,P027_tissue1,10304,10333,G1,1,,29
323,P027_tissue1,10334,10363,G1,1,,29
324,P027_tissue1,10364,10393,G1,1,,29
325,P027_tissue1,10394,10423,G1,1,,29
326,P027_tissue1,10424,10453,G1,1,,29
327,P027_tissue1,10454,10483,G1,1,,29
328,P027_tissue1,10484,10513,G1,1,,29
329,P027_tissue1,10535,10564,G2,1,,29
330,P027_tissue1,10565,10594,G2,1,,29
331,P027_tissue1,10595,10624,G2,1,,29
332,P027_tissue1,10625,10654,G2,1,,29
333,P027_tissue1,10673,10702,G3,1,,29
334,P027_tissue1,10703,10732,G3,1,,29
335,P027_tissue1,10736,10765,G0,1,,29
336,P027_tissue1,10766,10795,G0,1,,29
337,P027_tissue1,10796,10825,G0,1,,29
338,P027_tissue1,10826,10855,G0,1,,29
339,P027_tissue1,10856,10885,G0,1,,29
340,P027_tissue1,10886,10915,G0,1,,29
341,P027_tissue1,10916,10945,G0,1,,29
342,P027_tissue1,10946,10975,G0,1,,29
343,P027_tissue1,10976,11005,G0,1,,29
344,P027_tissue1,11006,11035,G0,1,,29
345,P027_tissue1,11036,11065,G0,1,,29
346,P027_tissue1,11066,11095,G0,1,,29
347,P027_tissue1,11096,11125,G0,1,,29
348,P027_tissue1,11126,11155,G0,1,,29
349,P027_tissue1,11156,11185,G0,1,,29
350,P027_tissue1,11186,11215,G0,1,,29
351,P027_tissue1,11240,11269,G1,1,,29
352,P027_tissue1,11270,11299,G1,1,,29
353,P027_tissue1,11300,11329,G1,1,,29
354,P027_tissue1,11330,11359,G1,1,,29
355,P027_tissue1,11360,11389,G1,1,,29
356,P027_tissue1,11390,11419,G1,1,,29
357,P027_tissue1,11420,11449,G1,1,,29
358,P027_tissue1,11450,11479,G1,1,,29
359,P027_tissue1,11480,11509,G1,1,,29
360,P027_tissue1,11510,11539,G1,1,,29
361,P027_tissue1,11540,11569,G1,1,,29
362,P027_tissue1,11594,11623,G2,1,,29
363,P027_tissue1,11624,11653,G2,1,,29
364,P027_tissue1,11681,11710,G3,1,,29
365,P027_tissue1,11711,11740,G3,1,,29
366,P027_tissue1,11741,11770,G3,1,,29
367,P027_tissue1,11771,11800,G3,1,,29
368,P027_tissue1,11801,11830,G3,1,,29
369,P027_tissue1,11831,11860,G3,1,,29
370,P027_tissue1,11873,11902,G4,1,,29
371,P027_tissue1,11903,11932,G4,1,,29
372,P027_tissue1,11933,11962,G4,1,,29
373,P027_tissue1,11969,11998,G3,1,,29
374,P027_tissue1,11999,12028,G3,1,,29
375,P027_tissue1,12029,12058,G3,1,,29
376,P027_tissue1,12059,12088,G3,1,,29
377,P027_tissue1,12104,12133,G4,1,,29
378,P027_tissue1,12134,12163,G4,1,,29
379,P027_tissue1,12164,12193,G4,1,,29
380,P027_tissue1,12194,12223,G4,1,,29
381,P027_tissue1,12224,12253,G4,1,,29
382,P027_tissue1,12263,12292,G0,1,,29
383,P027_tissue1,12293,12322,G0,1,,29
384,P027_tissue1,12341,12370,G3,1,,29
385,P027_tissue1,12371,12400,G3,1,,29
386,P027_tissue1,12425,12454,G4,1,,29
387,P027_tissue1,12455,12484,G4,1,,29
388,P027_tissue1,12485,12514,G4,1,,29
389,P027_tissue1,12515,12544,G0,1,,29
390,P027_tissue1,12545,12574,G0,1,,29
391,P027_tissue1,12575,12604,G0,1,,29
392,P027_tissue1,12605,12634,G0,1,,29
393,P027_tissue1,12656,12685,G4,1,,29
394,P027_tissue1,12686,12715,G4,1,,29
395,P027_tissue1,12719,12748,G3,1,,29
396,P027_tissue1,12749,12778,G3,1,,29
397,P027_tissue1,12800,12829,G4,1,,29
398,P027_tissue1,12830,12859,G4,1,,29
399,P027_tissue1,12860,12889,G4,1,,29
400,P027_tissue1,12890,12919,G0,1,,29
401,P027_tissue1,12920,12949,G0,1,,29
402,P027_tissue1,12950,12979,G0,1,,29
403,P027_tissue1,12995,13024,G5,1,,29
404,P027_tissue1,13031,13060,G0,1,,29
405,P027_tissue1,13061,13090,G0,1,,29
406,P027_tissue1,13091,13120,G0,1,,29
407,P027_tissue1,13121,13150,G0,1,,29
0,P027_tissue2,0,29,G0,1,,29
1,P027_tissue2,30,59,G0,1,,29
2,P027_tissue2,60,89,G0,1,,29
3,P027_tissue2,90,119,G0,1,,29
4,P027_tissue2,120,149,G0,1,,29
5,P027_tissue2,150,179,G0,1,,29
6,P027_tissue2,180,209,G0,1,,29
7,P027_tissue2,210,239,G0,1,,29
8,P027_tissue2,240,269,G0,1,,29
9,P027_tissue2,270,299,G0,1,,29
10,P027_tissue2,300,329,G0,1,,29
11,P027_tissue2,338,367,G1,1,,29
12,P027_tissue2,368,397,G1,1,,29
13,P027_tissue2,398,427,G1,1,,29
14,P027_tissue2,428,457,G1,1,,29
15,P027_tissue2,458,487,G1,1,,29
16,P027_tissue2,488,517,G1,1,,29
17,P027_tissue2,518,547,G1,1,,29
18,P027_tissue2,548,577,G1,1,,29
19,P027_tissue2,578,607,G1,1,,29
20,P027_tissue2,608,637,G1,1,,29
21,P027_tissue2,638,667,G1,1,,29
22,P027_tissue2,668,697,G1,1,,29
23,P027_tissue2,698,727,G1,1,,29
24,P027_tissue2,728,757,G1,1,,29
25,P027_tissue2,758,787,G1,1,,29
26,P027_tissue2,788,817,G1,1,,29
27,P027_tissue2,818,847,G1,1,,29
28,P027_tissue2,848,877,G1,1,,29
29,P027_tissue2,878,907,G1,1,,29
30,P027_tissue2,921,950,G2,1,,29
31,P027_tissue2,951,980,G2,1,,29
32,P027_tissue2,981,1010,G2,1,,29
33,P027_tissue2,1011,1040,G2,1,,29
34,P027_tissue2,1056,1085,G0,1,,29
35,P027_tissue2,1086,1115,G0,1,,29
36,P027_tissue2,1116,1145,G0,1,,29
37,P027_tissue2,1146,1175,G0,1,,29
38,P027_tissue2,1185,1214,G3,1,,29
39,P027_tissue2,1215,1244,G3,1,,29
40,P027_tissue2,1245,1274,G3,1,,29
41,P027_tissue2,1302,1331,G4,1,,29
42,P027_tissue2,1332,1361,G4,1,,29
43,P027_tissue2,1362,1391,G4,1,,29
44,P027_tissue2,1392,1421,G4,1,,29
45,P027_tissue2,1431,1460,G3,1,,29
46,P027_tissue2,1461,1490,G3,1,,29
47,P027_tissue2,1491,1520,G3,1,,29
48,P027_tissue2,1521,1550,G3,1,,29
49,P027_tissue2,1551,1580,G3,1,,29
50,P027_tissue2,1626,1655,G3,1,,29
51,P027_tissue2,1656,1685,G3,1,,29
52,P027_tissue2,1686,1715,G3,1,,29
53,P027_tissue2,1716,1745,G3,1,,29
54,P027_tissue2,1746,1775,G3,1,,29
55,P027_tissue2,1809,1838,G0,1,,29
56,P027_tissue2,1848,1877,G3,1,,29
57,P027_tissue2,1878,1907,G3,1,,29
58,P027_tissue2,1926,1955,G4,1,,29
59,P027_tissue2,1956,1985,G4,1,,29
60,P027_tissue2,1986,2015,G4,1,,29
61,P027_tissue2,2040,2069,G3,1,,29
62,P027_tissue2,2070,2099,G3,1,,29
63,P027_tissue2,2100,2129,G3,1,,29
64,P027_tissue2,2130,2159,G4,1,,29
65,P027_tissue2,2160,2189,G4,1,,29
66,P027_tissue2,2193,2222,G3,1,,29
67,P027_tissue2,2223,2252,G3,1,,29
68,P027_tissue2,2253,2282,G3,1,,29
69,P027_tissue2,2283,2312,G3,1,,29
70,P027_tissue2,2313,2342,G3,1,,29
71,P027_tissue2,2346,2375,G4,1,,29
72,P027_tissue2,2376,2405,G4,1,,29
73,P027_tissue2,2409,2438,G0,1,,29
74,P027_tissue2,2439,2468,G0,1,,29
75,P027_tissue2,2469,2498,G0,1,,29
76,P027_tissue2,2499,2528,G0,1,,29
77,P027_tissue2,2529,2558,G0,1,,29
78,P027_tissue2,2559,2588,G0,1,,29
79,P027_tissue2,2619,2648,G0,1,,29
80,P027_tissue2,2649,2678,G0,1,,29
81,P027_tissue2,2679,2708,G0,1,,29
82,P027_tissue2,2709,2738,G0,1,,29
83,P027_tissue2,2739,2768,G0,1,,29
84,P027_tissue2,2769,2798,G0,1,,29
85,P027_tissue2,2799,2828,G0,1,,29
86,P027_tissue2,2829,2858,G0,1,,29
87,P027_tissue2,2859,2888,G0,1,,29
88,P027_tissue2,2889,2918,G0,1,,29
89,P027_tissue2,2919,2948,G0,1,,29
90,P027_tissue2,2949,2978,G0,1,,29
91,P027_tissue2,2979,3008,G0,1,,29
92,P027_tissue2,3009,3038,G0,1,,29
93,P027_tissue2,3039,3068,G0,1,,29
94,P027_tissue2,3069,3098,G0,1,,29
95,P027_tissue2,3099,3128,G0,1,,29
96,P027_tissue2,3129,3158,G0,1,,29
97,P027_tissue2,3159,3188,G0,1,,29
98,P027_tissue2,3189,3218,G0,1,,29
99,P027_tissue2,3231,3260,G1,1,,29
100,P027_tissue2,3261,3290,G1,1,,29
101,P027_tissue2,3291,3320,G1,1,,29
102,P027_tissue2,3321,3350,G1,1,,29
103,P027_tissue2,3351,3380,G1,1,,29
104,P027_tissue2,3381,3410,G1,1,,29
105,P027_tissue2,3411,3440,G1,1,,29
106,P027_tissue2,3441,3470,G1,1,,29
107,P027_tissue2,3471,3500,G1,1,,29
108,P027_tissue2,3501,3530,G1,1,,29
109,P027_tissue2,3531,3560,G1,1,,29
110,P027_tissue2,3561,3590,G1,1,,29
111,P027_tissue2,3591,3620,G1,1,,29
112,P027_tissue2,3621,3650,G1,1,,29
113,P027_tissue2,3651,3680,G1,1,,29
114,P027_tissue2,3681,3710,G1,1,,29
115,P027_tissue2,3711,3740,G1,1,,29
116,P027_tissue2,3741,3770,G1,1,,29
117,P027_tissue2,3792,3821,G2,1,,29
118,P027_tissue2,3822,3851,G2,1,,29
119,P027_tissue2,3852,3881,G2,1,,29
120,P027_tissue2,3882,3911,G2,1,,29
121,P027_tissue2,3912,3941,G2,1,,29
122,P027_tissue2,3960,3989,G3,1,,29
123,P027_tissue2,3990,4019,G3,1,,29
124,P027_tissue2,4020,4049,G3,1,,29
125,P027_tissue2,4050,4079,G3,1,,29
126,P027_tissue2,4080,4109,G3,1,,29
127,P027_tissue2,4125,4154,G4,1,,29
128,P027_tissue2,4155,4184,G4,1,,29
129,P027_tissue2,4185,4214,G4,1,,29
130,P027_tissue2,4227,4256,G3,1,,29
131,P027_tissue2,4257,4286,G3,1,,29
132,P027_tissue2,4287,4316,G3,1,,29
133,P027_tissue2,4317,4346,G3,1,,29
134,P027_tissue2,4353,4382,G4,1,,29
135,P027_tissue2,4383,4412,G4,1,,29
136,P027_tissue2,4413,4442,G4,1,,29
137,P027_tissue2,4443,4472,G4,1,,29
138,P027_tissue2,4476,4505,G3,1,,29
139,P027_tissue2,4527,4556,G4,1,,29
140,P027_tissue2,4557,4586,G4,1,,29
141,P027_tissue2,4587,4616,G4,1,,29
142,P027_tissue2,4617,4646,G4,1,,29
143,P027_tissue2,4671,4700,G3,1,,29
144,P027_tissue2,4728,4757,G4,1,,29
145,P027_tissue2,4758,4787,G4,1,,29
146,P027_tissue2,4788,4817,G4,1,,29
147,P027_tissue2,4818,4847,G0,1,,29
148,P027_tissue2,4848,4877,G0,1,,29
149,P027_tissue2,4878,4907,G0,1,,29
150,P027_tissue2,4908,4937,G0,1,,29
151,P027_tissue2,4953,4982,G5,1,,29
152,P027_tissue2,4998,5027,G0,1,,29
153,P027_tissue2,5028,5057,G0,1,,29
154,P027_tissue2,5058,5087,G0,1,,29
155,P027_tissue2,5088,5117,G0,1,,29
156,P027_tissue2,5118,5147,G0,1,,29
157,P027_tissue2,5148,5177,G0,1,,29
158,P027_tissue2,5178,5207,G0,1,,29
159,P027_tissue2,5208,5237,G0,1,,29
160,P027_tissue2,5238,5267,G0,1,,29
161,P027_tissue2,5268,5297,G0,1,,29
162,P027_tissue2,5298,5327,G0,1,,29
163,P027_tissue2,5328,5357,G0,1,,29
164,P027_tissue2,5358,5387,G0,1,,29
165,P027_tissue2,5388,5417,G0,1,,29
166,P027_tissue2,5418,5447,G0,1,,29
167,P027_tissue2,5448,5477,G0,1,,29
168,P027_tissue2,5478,5507,G0,1,,29
169,P027_tissue2,5508,5537,G0,1,,29
170,P027_tissue2,5538,5567,G0,1,,29
171,P027_tissue2,5568,5597,G0,1,,29
172,P027_tissue2,5598,5627,G0,1,,29
173,P027_tissue2,5634,5663,G1,1,,29
174,P027_tissue2,5664,5693,G1,1,,29
175,P027_tissue2,5694,5723,G1,1,,29
176,P027_tissue2,5724,5753,G1,1,,29
177,P027_tissue2,5754,5783,G1,1,,29
178,P027_tissue2,5784,5813,G1,1,,29
179,P027_tissue2,5814,5843,G1,1,,29
180,P027_tissue2,5844,5873,G1,1,,29
181,P027_tissue2,5874,5903,G1,1,,29
182,P027_tissue2,5904,5933,G1,1,,29
183,P027_tissue2,5934,5963,G1,1,,29
184,P027_tissue2,5964,5993,G1,1,,29
185,P027_tissue2,5994,6023,G1,1,,29
186,P027_tissue2,6024,6053,G1,1,,29
187,P027_tissue2,6054,6083,G1,1,,29
188,P027_tissue2,6084,6113,G1,1,,29
189,P027_tissue2,6114,6143,G1,1,,29
190,P027_tissue2,6144,6173,G2,1,,29
191,P027_tissue2,6174,6203,G2,1,,29
192,P027_tissue2,6204,6233,G2,1,,29
193,P027_tissue2,6234,6263,G2,1,,29
194,P027_tissue2,6285,6314,G3,1,,29
195,P027_tissue2,6315,6344,G3,1,,29
196,P027_tissue2,6345,6374,G3,1,,29
197,P027_tissue2,6375,6404,G3,1,,29
198,P027_tissue2,6405,6434,G3,1,,29
199,P027_tissue2,6435,6464,G3,1,,29
200,P027_tissue2,6480,6509,G4,1,,29
201,P027_tissue2,6510,6539,G4,1,,29
202,P027_tissue2,6540,6569,G4,1,,29
203,P027_tissue2,6573,6602,G3,1,,29
204,P027_tissue2,6603,6632,G3,1,,29
205,P027_tissue2,6633,6662,G3,1,,29
206,P027_tissue2,6663,6692,G4,1,,29
207,P027_tissue2,6693,6722,G4,1,,29
208,P027_tissue2,6723,6752,G4,1,,29
209,P027_tissue2,6762,6791,G3,1,,29
210,P027_tissue2,6792,6821,G3,1,,29
211,P027_tissue2,6822,6851,G3,1,,29
212,P027_tissue2,6870,6899,G4,1,,29
213,P027_tissue2,6900,6929,G4,1,,29
214,P027_tissue2,6945,6974,G3,1,,29
215,P027_tissue2,7002,7031,G4,1,,29
216,P027_tissue2,7055,7084,G0,1,,29
217,P027_tissue2,7085,7114,G0,1,,29
218,P027_tissue2,7115,7144,G0,1,,29
219,P027_tissue2,7145,7174,G0,1,,29
220,P027_tissue2,7179,7208,G5,1,,29
221,P027_tissue2,7212,7241,G0,1,,29
222,P027_tissue2,7242,7271,G0,1,,29
223,P027_tissue2,7272,7301,G0,1,,29
224,P027_tissue2,7302,7331,G0,1,,29
0,P028_balloon1,0,29,G0,1,,29
1,P028_balloon1,30,59,G0,1,,29
2,P028_balloon1,60,89,G0,1,,29
3,P028_balloon1,90,119,G0,1,,29
4,P028_balloon1,120,149,G0,1,,29
5,P028_balloon1,150,179,G0,1,,29
6,P028_balloon1,180,209,G0,1,,29
7,P028_balloon1,210,239,G0,1,,29
8,P028_balloon1,240,269,G0,1,,29
9,P028_balloon1,270,299,G0,1,,29
10,P028_balloon1,300,329,G0,1,,29
11,P028_balloon1,336,365,G1,1,,29
12,P028_balloon1,366,395,G1,1,,29
13,P028_balloon1,396,425,G1,1,,29
14,P028_balloon1,426,455,G1,1,,29
15,P028_balloon1,456,485,G1,1,,29
16,P028_balloon1,486,515,G1,1,,29
17,P028_balloon1,516,545,G1,1,,29
18,P028_balloon1,546,575,G1,1,,29
19,P028_balloon1,576,605,G1,1,,29
20,P028_balloon1,624,653,G2,1,,29
21,P028_balloon1,654,683,G2,1,,29
22,P028_balloon1,684,713,G2,1,,29
23,P028_balloon1,714,743,G2,1,,29
24,P028_balloon1,744,773,G2,1,,29
25,P028_balloon1,774,803,G3,1,,29
26,P028_balloon1,804,833,G3,1,,29
27,P028_balloon1,834,863,G3,1,,29
28,P028_balloon1,864,893,G3,1,,29
29,P028_balloon1,894,923,G3,1,,29
30,P028_balloon1,924,953,G3,1,,29
31,P028_balloon1,954,983,G3,1,,29
32,P028_balloon1,984,1013,G3,1,,29
33,P028_balloon1,1014,1043,G3,1,,29
34,P028_balloon1,1044,1073,G3,1,,29
35,P028_balloon1,1074,1103,G3,1,,29
36,P028_balloon1,1104,1133,G3,1,,29
37,P028_balloon1,1137,1166,G4,1,,29
38,P028_balloon1,1167,1196,G4,1,,29
39,P028_balloon1,1197,1226,G4,1,,29
40,P028_balloon1,1227,1256,G4,1,,29
41,P028_balloon1,1257,1286,G4,1,,29
42,P028_balloon1,1299,1328,G3,1,,29
43,P028_balloon1,1329,1358,G3,1,,29
44,P028_balloon1,1359,1388,G3,1,,29
45,P028_balloon1,1389,1418,G3,1,,29
46,P028_balloon1,1419,1448,G3,1,,29
47,P028_balloon1,1449,1478,G3,1,,29
48,P028_balloon1,1479,1508,G4,1,,29
49,P028_balloon1,1509,1538,G4,1,,29
50,P028_balloon1,1539,1568,G4,1,,29
51,P028_balloon1,1569,1598,G4,1,,29
52,P028_balloon1,1605,1634,G3,1,,29
53,P028_balloon1,1635,1664,G3,1,,29
54,P028_balloon1,1668,1697,G4,1,,29
55,P028_balloon1,1698,1727,G4,1,,29
56,P028_balloon1,1755,1784,G3,1,,29
57,P028_balloon1,1785,1814,G3,1,,29
58,P028_balloon1,1815,1844,G3,1,,29
59,P028_balloon1,1845,1874,G4,1,,29
60,P028_balloon1,1875,1904,G4,1,,29
61,P028_balloon1,1905,1934,G4,1,,29
62,P028_balloon1,1959,1988,G0,1,,29
63,P028_balloon1,1989,2018,G0,1,,29
64,P028_balloon1,2019,2048,G0,1,,29
65,P028_balloon1,2049,2078,G0,1,,29
66,P028_balloon1,2079,2108,G0,1,,29
67,P028_balloon1,2109,2138,G0,1,,29
68,P028_balloon1,2139,2168,G0,1,,29
69,P028_balloon1,2169,2198,G0,1,,29
70,P028_balloon1,2205,2234,G5,1,,29
71,P028_balloon1,2235,2264,G5,1,,29
72,P028_balloon1,2292,2321,G0,1,,29
73,P028_balloon1,2322,2351,G0,1,,29
74,P028_balloon1,2352,2381,G0,1,,29
75,P028_balloon1,2382,2411,G0,1,,29
76,P028_balloon1,2412,2441,G0,1,,29
77,P028_balloon1,2442,2471,G0,1,,29
78,P028_balloon1,2472,2501,G0,1,,29
79,P028_balloon1,2502,2531,G0,1,,29
80,P028_balloon1,2532,2561,G0,1,,29
81,P028_balloon1,2562,2591,G0,1,,29
82,P028_balloon1,2592,2621,G0,1,,29
83,P028_balloon1,2622,2651,G0,1,,29
84,P028_balloon1,2652,2681,G0,1,,29
85,P028_balloon1,2682,2711,G0,1,,29
86,P028_balloon1,2712,2741,G0,1,,29
87,P028_balloon1,2742,2771,G0,1,,29
88,P028_balloon1,2772,2801,G0,1,,29
89,P028_balloon1,2802,2831,G0,1,,29
90,P028_balloon1,2832,2861,G0,1,,29
91,P028_balloon1,2862,2891,G0,1,,29
92,P028_balloon1,2892,2921,G0,1,,29
93,P028_balloon1,2922,2951,G0,1,,29
94,P028_balloon1,2952,2981,G0,1,,29
95,P028_balloon1,2982,3011,G0,1,,29
96,P028_balloon1,3012,3041,G0,1,,29
97,P028_balloon1,3042,3071,G1,1,,29
98,P028_balloon1,3072,3101,G1,1,,29
99,P028_balloon1,3102,3131,G1,1,,29
100,P028_balloon1,3132,3161,G1,1,,29
101,P028_balloon1,3162,3191,G1,1,,29
102,P028_balloon1,3192,3221,G1,1,,29
103,P028_balloon1,3222,3251,G1,1,,29
104,P028_balloon1,3252,3281,G1,1,,29
105,P028_balloon1,3291,3320,G2,1,,29
106,P028_balloon1,3321,3350,G2,1,,29
107,P028_balloon1,3351,3380,G2,1,,29
108,P028_balloon1,3381,3410,G2,1,,29
109,P028_balloon1,3417,3446,G3,1,,29
110,P028_balloon1,3447,3476,G3,1,,29
111,P028_balloon1,3477,3506,G3,1,,29
112,P028_balloon1,3522,3551,G4,1,,29
113,P028_balloon1,3552,3581,G4,1,,29
114,P028_balloon1,3582,3611,G4,1,,29
115,P028_balloon1,3612,3641,G4,1,,29
116,P028_balloon1,3642,3671,G4,1,,29
117,P028_balloon1,3672,3701,G4,1,,29
118,P028_balloon1,3702,3731,G4,1,,29
119,P028_balloon1,3732,3761,G4,1,,29
120,P028_balloon1,3805,3834,G3,1,,29
121,P028_balloon1,3835,3864,G3,1,,29
122,P028_balloon1,3865,3894,G3,1,,29
123,P028_balloon1,3895,3924,G3,1,,29
124,P028_balloon1,3925,3954,G3,1,,29
125,P028_balloon1,3955,3984,G3,1,,29
126,P028_balloon1,3990,4019,G4,1,,29
127,P028_balloon1,4020,4049,G4,1,,29
128,P028_balloon1,4050,4079,G4,1,,29
129,P028_balloon1,4080,4109,G3,1,,29
130,P028_balloon1,4110,4139,G3,1,,29
131,P028_balloon1,4158,4187,G4,1,,29
132,P028_balloon1,4188,4217,G4,1,,29
133,P028_balloon1,4218,4247,G4,1,,29
134,P028_balloon1,4254,4283,G3,1,,29
135,P028_balloon1,4284,4313,G3,1,,29
136,P028_balloon1,4314,4343,G3,1,,29
137,P028_balloon1,4365,4394,G4,1,,29
138,P028_balloon1,4395,4424,G4,1,,29
139,P028_balloon1,4425,4454,G4,1,,29
140,P028_balloon1,4455,4484,G4,1,,29
141,P028_balloon1,4488,4517,G0,1,,29
142,P028_balloon1,4518,4547,G0,1,,29
143,P028_balloon1,4548,4577,G0,1,,29
144,P028_balloon1,4578,4607,G0,1,,29
145,P028_balloon1,4608,4637,G0,1,,29
146,P028_balloon1,4647,4676,G5,1,,29
147,P028_balloon1,4692,4721,G0,1,,29
148,P028_balloon1,4722,4751,G0,1,,29
149,P028_balloon1,4752,4781,G0,1,,29
150,P028_balloon1,4782,4811,G0,1,,29
151,P028_balloon1,4812,4841,G0,1,,29
152,P028_balloon1,4842,4871,G0,1,,29
153,P028_balloon1,4872,4901,G0,1,,29
154,P028_balloon1,4902,4931,G0,1,,29
155,P028_balloon1,4932,4961,G0,1,,29
156,P028_balloon1,4962,4991,G0,1,,29
157,P028_balloon1,4992,5021,G0,1,,29
158,P028_balloon1,5022,5051,G0,1,,29
159,P028_balloon1,5079,5108,G1,1,,29
160,P028_balloon1,5109,5138,G1,1,,29
161,P028_balloon1,5139,5168,G1,1,,29
162,P028_balloon1,5169,5198,G1,1,,29
163,P028_balloon1,5199,5228,G1,1,,29
164,P028_balloon1,5256,5285,G2,1,,29
165,P028_balloon1,5286,5315,G2,1,,29
166,P028_balloon1,5316,5345,G2,1,,29
167,P028_balloon1,5352,5381,G3,1,,29
168,P028_balloon1,5382,5411,G3,1,,29
169,P028_balloon1,5412,5441,G3,1,,29
170,P028_balloon1,5450,5479,G4,1,,29
171,P028_balloon1,5480,5509,G4,1,,29
172,P028_balloon1,5510,5539,G4,1,,29
173,P028_balloon1,5568,5597,G3,1,,29
174,P028_balloon1,5598,5627,G3,1,,29
175,P028_balloon1,5628,5657,G3,1,,29
176,P028_balloon1,5658,5687,G3,1,,29
177,P028_balloon1,5688,5717,G3,1,,29
178,P028_balloon1,5727,5756,G4,1,,29
179,P028_balloon1,5757,5786,G4,1,,29
180,P028_balloon1,5814,5843,G3,1,,29
181,P028_balloon1,5865,5894,G4,1,,29
182,P028_balloon1,5895,5924,G4,1,,29
183,P028_balloon1,5928,5957,G3,1,,29
184,P028_balloon1,5958,5987,G3,1,,29
185,P028_balloon1,6009,6038,G3,1,,29
186,P028_balloon1,6039,6068,G3,1,,29
187,P028_balloon1,6069,6098,G3,1,,29
188,P028_balloon1,6111,6140,G4,1,,29
189,P028_balloon1,6141,6170,G4,1,,29
190,P028_balloon1,6171,6200,G4,1,,29
191,P028_balloon1,6201,6230,G4,1,,29
192,P028_balloon1,6252,6281,G0,1,,29
193,P028_balloon1,6282,6311,G0,1,,29
194,P028_balloon1,6312,6341,G0,1,,29
195,P028_balloon1,6342,6371,G0,1,,29
196,P028_balloon1,6372,6401,G0,1,,29
197,P028_balloon1,6402,6431,G0,1,,29
198,P028_balloon1,6456,6485,G5,1,,29
199,P028_balloon1,6486,6515,G0,1,,29
0,P028_balloon2,0,29,G0,1,,29
1,P028_balloon2,30,59,G0,1,,29
2,P028_balloon2,60,89,G0,1,,29
3,P028_balloon2,90,119,G0,1,,29
4,P028_balloon2,120,149,G0,1,,29
5,P028_balloon2,150,179,G0,1,,29
6,P028_balloon2,180,209,G0,1,,29
7,P028_balloon2,210,239,G0,1,,29
8,P028_balloon2,243,272,G1,1,,29
9,P028_balloon2,273,302,G1,1,,29
10,P028_balloon2,303,332,G1,1,,29
11,P028_balloon2,333,362,G1,1,,29
12,P028_balloon2,363,392,G1,1,,29
13,P028_balloon2,393,422,G1,1,,29
14,P028_balloon2,423,452,G1,1,,29
15,P028_balloon2,474,503,G2,1,,29
16,P028_balloon2,504,533,G2,1,,29
17,P028_balloon2,534,563,G2,1,,29
18,P028_balloon2,564,593,G2,1,,29
19,P028_balloon2,594,623,G2,1,,29
20,P028_balloon2,645,674,G0,1,,29
21,P028_balloon2,675,704,G0,1,,29
22,P028_balloon2,705,734,G3,1,,29
23,P028_balloon2,735,764,G3,1,,29
24,P028_balloon2,765,794,G3,1,,29
25,P028_balloon2,819,848,G4,1,,29
26,P028_balloon2,849,878,G4,1,,29
27,P028_balloon2,879,908,G4,1,,29
28,P028_balloon2,909,938,G4,1,,29
29,P028_balloon2,948,977,G3,1,,29
30,P028_balloon2,978,1007,G3,1,,29
31,P028_balloon2,1029,1058,G4,1,,29
32,P028_balloon2,1059,1088,G4,1,,29
33,P028_balloon2,1089,1118,G4,1,,29
34,P028_balloon2,1131,1160,G3,1,,29
35,P028_balloon2,1161,1190,G3,1,,29
36,P028_balloon2,1191,1220,G3,1,,29
37,P028_balloon2,1227,1256,G4,1,,29
38,P028_balloon2,1257,1286,G4,1,,29
39,P028_balloon2,1293,1322,G3,1,,29
40,P028_balloon2,1323,1352,G3,1,,29
41,P028_balloon2,1353,1382,G4,1,,29
42,P028_balloon2,1383,1412,G4,1,,29
43,P028_balloon2,1434,1463,G0,1,,29
44,P028_balloon2,1464,1493,G0,1,,29
45,P028_balloon2,1494,1523,G0,1,,29
46,P028_balloon2,1524,1553,G0,1,,29
47,P028_balloon2,1554,1583,G0,1,,29
48,P028_balloon2,1584,1613,G0,1,,29
49,P028_balloon2,1614,1643,G0,1,,29
50,P028_balloon2,1644,1673,G0,1,,29
51,P028_balloon2,1674,1703,G0,1,,29
52,P028_balloon2,1704,1733,G0,1,,29
53,P028_balloon2,1734,1763,G0,1,,29
